student_id,micourse,microlettergrade,micro_repeater,micro_grade,miclass_size,mipercent_female,micro_aarts,micro_age,micro_age2,econ_major_at_entry,bus_major_at_entry,nonlerner_at_entry,female,minority,micro_relative_grade,mifem_adjunct,mimale_adjunct,mifem_prof,mimale_prof,mifem_gradta,mimale_gradta,macro_econ,sat_math,sat_verb,nonfresh_micro,year_07_08,year_08_09,year_09_10,year_10_11,year_11_12,year_12_13,year_13_14,year_14_15,year_fall_15,mean_gpa_nomicro
1723646117,ECON1511942078,B,0,3,29,0.6206896305084229,0,19,361,0,0,1,1,0,0.9391408562660217,0,0,0,1,0,0,0,62,58,1,1,0,0,0,0,0,0,0,0,3.194408893585205
1723667682,ECON1511942108,B,0,3,7,0.7142857313156128,0,21,441,0,0,1,1,0,0.9222038388252258,0,0,0,1,0,0,0,74,69,1,0,0,0,1,0,0,0,0,0,3.2530767917633057
1723673652,ECON1511942078,A-,0,3.6700000762939453,29,0.6206896305084229,0,18,324,0,0,1,1,0,0.9693716764450073,0,0,0,1,0,0,1,65,54,1,1,0,0,0,0,0,0,0,0,3.7859573364257813
1723684572,ECON1511942103,B-,0,2.6700000762939453,12,0.6666666865348816,0,20,400,0,0,1,1,0,0.770527184009552,0,0,0,1,0,0,0,61,64,1,0,0,1,0,0,0,0,0,0,3.4651598930358887
1723715222,ECON1511942123,B+,0,3.3299999237060547,16,0.625,0,23,529,0,0,1,1,0,1.4541301727294922,0,0,0,1,0,0,0,63,53,1,0,0,0,0,1,0,0,0,0,2.2900288105010986
1723716123,ECON1511942078,B,0,3,29,0.6206896305084229,0,18,324,0,0,1,1,0,0.9262322187423706,0,0,0,1,0,0,0,65,65,1,1,0,0,0,0,0,0,0,0,3.2389285564422607
1723718642,ECON1511942098,C-,0,1.6699999570846558,13,0.38461539149284363,0,21,441,0,0,1,1,0,0.8345756530761719,0,0,0,1,0,0,0,60,69,1,0,0,1,0,0,0,0,0,0,2.001016855239868
1723722034,ECON1511942098,B,0,3,13,0.38461539149284363,0,21,441,0,0,1,0,1,0.9540022611618042,0,0,0,1,0,0,1,64,60,1,0,0,1,0,0,0,0,0,0,3.144646644592285
1723723783,ECON1511942103,C-,0,1.6699999570846558,12,0.6666666865348816,0,21,441,0,0,1,1,0,0.5445427298545837,0,0,0,1,0,0,0,60,43,1,0,0,1,0,0,0,0,0,0,3.066793441772461
1723724475,ECON1511942083,C-,0,1.6699999570846558,46,0.47826087474823,0,19,361,0,0,1,0,0,0.6714181303977966,0,0,0,1,0,0,0,69,54,1,1,0,0,0,0,0,0,0,0,2.4872727394104004
1723725370,ECON1511942083,B,0,3,46,0.47826087474823,0,19,361,0,0,1,1,0,1.3051990270614624,0,0,0,1,0,0,1,53,52,1,1,0,0,0,0,0,0,0,0,2.298499822616577
1723731636,ECON1511942083,A,0,4,46,0.47826087474823,0,20,400,0,0,1,1,0,1.1484867334365845,0,0,0,1,0,0,0,58,56,1,1,0,0,0,0,0,0,0,0,3.4828436374664307
1723733470,ECON1511952083,A,0,4,1,0,0,19,361,0,0,1,0,1,1.3968040943145752,0,0,0,1,0,0,0,71,62,1,1,0,0,0,0,0,0,0,0,2.863679885864258
1723741850,ECON1511942098,B-,0,2.6700000762939453,13,0.38461539149284363,0,21,441,0,0,1,0,1,0.8024903535842896,0,0,0,1,0,0,0,70,53,1,0,0,1,0,0,0,0,0,0,3.3271427154541016
1724300461,ECON1511942083,A,0,4,46,0.47826087474823,0,18,324,0,0,1,0,0,1.6748665571212769,0,0,0,1,0,0,0,73,72,1,1,0,0,0,0,0,0,0,0,2.3882498741149902
1724436631,ECON1511942083,B+,0,3.3299999237060547,46,0.47826087474823,0,20,400,0,0,1,0,1,1.2208449840545654,0,0,0,1,0,0,1,65,58,1,1,0,0,0,0,0,0,0,0,2.727619171142578
1724441040,ECON1511942093,B-,0,2.6700000762939453,19,0.3684210479259491,0,20,400,0,0,1,0,1,1.2353014945983887,0,0,0,1,0,0,1,67,52,1,0,1,0,0,0,0,0,0,0,2.1614158153533936
1724443008,ECON1511942093,C,0,2,19,0.3684210479259491,0,21,441,0,0,1,0,0,0.7973289489746094,0,0,0,1,0,0,1,56,46,1,0,1,0,0,0,0,0,0,0,2.5083749294281006
1724446750,ECON1511942083,C,0,2,46,0.47826087474823,0,20,400,0,0,1,0,0,0.7016441226005554,0,0,0,1,0,0,0,63,60,1,1,0,0,0,0,0,0,0,0,2.850447654724121
1724448134,ECON1511942083,B,0,3,46,0.47826087474823,0,18,324,0,0,1,1,0,1.2341346740722656,0,0,0,1,0,0,0,61,64,1,1,0,0,0,0,0,0,0,0,2.4308528900146484
1724451820,ECON1511942113,C,0,2,14,0.5714285969734192,0,21,441,0,0,1,0,0,0.6697752475738525,0,0,0,1,0,0,0,55,55,1,0,0,0,1,0,0,0,0,0,2.9860763549804687
1724455601,ECON1511942113,A,0,4,14,0.5714285969734192,0,21,441,0,0,1,1,1,1.1079705953598022,0,0,0,1,0,0,0,74,63,1,0,0,0,1,0,0,0,0,0,3.610203981399536
1724460171,ECON1511942083,C-,0,1.6699999570846558,46,0.47826087474823,0,19,361,0,0,1,0,1,0.5116558074951172,0,0,0,1,0,0,0,43,38,0,1,0,0,0,0,0,0,0,0,3.2639129161834717
1724466033,ECON1511942093,B-,0,2.6700000762939453,19,0.3684210479259491,0,20,400,0,0,1,0,0,0.9964811205863953,0,0,0,1,0,0,0,54,58,1,0,1,0,0,0,0,0,0,0,2.6794285774230957
1724473127,ECON1511942108,B-,0,2.6700000762939453,7,0.7142857313156128,0,21,441,0,0,1,1,0,0.7633987069129944,0,0,0,1,0,0,0,62,66,1,0,0,0,1,0,0,0,0,0,3.4975168704986572
1724478328,ECON1511942108,A-,0,3.6700000762939453,7,0.7142857313156128,0,21,441,0,0,1,0,0,1.0822495222091675,0,0,0,1,0,0,0,76,58,1,0,0,0,1,0,0,0,0,0,3.391084671020508
1724480264,ECON1511942103,A,0,4,12,0.6666666865348816,0,20,400,0,0,1,1,0,1.0841432809829712,0,0,0,1,0,0,0,70,73,1,0,0,1,0,0,0,0,0,0,3.689549207687378
1724481172,ECON1511942083,B-,0,2.6700000762939453,46,0.47826087474823,0,18,324,0,0,1,1,0,0.8708415031433105,0,0,0,1,0,0,0,64,59,1,1,0,0,0,0,0,0,0,0,3.065999984741211
1724503180,ECON1511942093,B+,0,3.3299999237060547,19,0.3684210479259491,0,19,361,0,0,1,0,1,1.0135984420776367,0,0,0,1,0,0,0,68,67,1,0,1,0,0,0,0,0,0,0,3.2853245735168457
1724567006,ECON1511942093,A-,0,3.6700000762939453,19,0.3684210479259491,0,20,400,0,0,1,0,0,1.195985198020935,0,0,0,1,0,0,1,68,76,1,0,1,0,0,0,0,0,0,0,3.0686001777648926
1724643175,ECON1511692113,C-,0,1.6699999570846558,1,1,0,21,441,0,0,1,1,0,0.495673269033432,0,0,1,0,0,0,0,66,71,1,0,0,0,1,0,0,0,0,0,3.369154930114746
1724660047,ECON1511942123,B-,0,2.6700000762939453,16,0.625,0,21,441,0,0,1,0,0,0.9969356656074524,0,0,0,1,0,0,0,56,49,1,0,0,0,0,1,0,0,0,0,2.6782069206237793
1724676366,ECON1511942123,A-,0,3.6700000762939453,16,0.625,0,22,484,0,0,1,0,0,1.2414352893829346,0,0,0,1,0,0,0,79,62,1,0,0,0,0,1,0,0,0,0,2.9562554359436035
1724680234,ECON1511942113,C+,1,2.3299999237060547,14,0.5714285969734192,0,20,400,0,0,1,1,1,0.7247496247291565,0,0,0,1,0,0,1,52,73,1,0,0,0,1,0,0,0,0,0,3.2149031162261963
1724684071,ECON1511942123,D+,0,1.3300000429153442,16,0.625,0,21,441,0,0,1,1,0,0.4354720711708069,0,0,0,1,0,0,0,72,63,1,0,0,0,0,1,0,0,0,0,3.05415678024292
1724722665,ECON1511942108,B-,0,2.6700000762939453,7,0.7142857313156128,0,20,400,0,0,1,1,0,0.9910913109779358,0,0,0,1,0,0,0,53,55,1,0,0,0,1,0,0,0,0,0,2.694000005722046
1724774311,ECON1511942093,A-,0,3.6700000762939453,19,0.3684210479259491,0,19,361,0,0,1,1,0,0.9610474705696106,0,0,0,1,0,0,0,65,59,1,0,1,0,0,0,0,0,0,0,3.8187499046325684
1724871737,ECON1511942128,A,0,4,15,0.46666666865348816,0,20,400,0,0,1,0,0,1.1339476108551025,0,0,0,1,0,0,0,80,77,1,0,0,0,0,0,1,0,0,0,3.5275001525878906
1725011410,ECON1511942103,C-,0,1.6699999570846558,12,0.6666666865348816,0,19,361,0,0,1,1,1,0.695766806602478,0,0,0,1,0,0,0,48,50,1,0,0,1,0,0,0,0,0,0,2.4002294540405273
1725028061,ECON1511942123,B,0,3,16,0.625,0,21,441,0,0,1,1,1,0.9712095260620117,0,0,0,1,0,0,0,63,58,1,0,0,0,0,1,0,0,0,0,3.0889317989349365
1725037363,ECON1511942133,D-,1,0.6700000166893005,9,0.6666666865348816,0,21,441,0,0,1,1,1,0.3146437406539917,0,0,0,1,0,0,1,46,41,1,0,0,0,0,0,1,0,0,0,2.129392385482788
1725063788,ECON1511942128,C,0,2,15,0.46666666865348816,0,21,441,0,0,1,1,0,0.7689802646636963,0,0,0,1,0,0,1,60,62,1,0,0,0,0,0,1,0,0,0,2.600846767425537
1725064268,ECON1511942138,D,0,1,14,0.3571428656578064,0,22,484,0,0,1,1,0,0.37901759147644043,0,0,0,1,0,0,0,56,61,1,0,0,0,0,0,0,1,0,0,2.638399839401245
1725067646,ECON1511942133,C-,0,1.6699999570846558,9,0.6666666865348816,0,22,484,0,0,1,1,0,0.6263238787651062,0,0,0,1,0,0,0,57,70,1,0,0,0,0,0,1,0,0,0,2.666351795196533
1725088072,ECON1511942113,D,0,1,14,0.5714285969734192,0,20,400,0,0,1,0,0,0.3402578830718994,0,0,0,1,0,0,1,44,45,1,0,0,0,1,0,0,0,0,0,2.9389474391937256
1725145655,ECON1511942113,C,0,2,14,0.5714285969734192,0,19,361,0,0,1,1,0,0.6796745657920837,0,0,0,1,0,0,0,55,49,1,0,0,0,1,0,0,0,0,0,2.94258451461792
1725160167,ECON1511942113,D,0,1,14,0.5714285969734192,0,19,361,0,0,1,1,0,0.34137776494026184,0,0,0,1,0,0,1,57,47,1,0,0,0,1,0,0,0,0,0,2.9293062686920166
1725163443,ECON1511942138,C,0,2,14,0.3571428656578064,0,22,484,0,0,1,1,0,0.7148314118385315,0,0,0,1,0,0,0,58,64,1,0,0,0,0,0,0,1,0,0,2.7978625297546387
1725175640,ECON1511942128,A,0,4,15,0.46666666865348816,0,20,400,0,0,1,0,0,1.0435450077056885,0,0,0,1,0,0,1,78,64,1,0,0,0,0,0,1,0,0,0,3.833087921142578
1725175745,ECON1511942123,A,0,4,16,0.625,0,20,400,0,0,1,1,0,1.116392970085144,0,0,0,1,0,0,1,65,60,1,0,0,0,0,1,0,0,0,0,3.582967758178711
1725180588,ECON1511942133,B-,0,2.6700000762939453,9,0.6666666865348816,0,21,441,0,0,1,1,0,0.6860966682434082,0,0,0,1,0,0,0,59,80,1,0,0,0,0,0,1,0,0,0,3.8915798664093018
1725211185,ECON1511692133,C-,0,1.6699999570846558,1,0,0,21,441,0,0,1,0,0,0.59701007604599,0,0,0,0,0,0,0,63,64,1,0,0,0,0,0,1,0,0,0,2.7972726821899414
1725227701,ECON1511942128,C-,0,1.6699999570846558,15,0.46666666865348816,0,20,400,0,0,1,1,1,0.5957440137863159,0,0,0,1,0,0,1,52,50,1,0,0,0,0,0,1,0,0,0,2.8032174110412598
1725341817,ECON1511942133,A,0,4,9,0.6666666865348816,0,21,441,0,0,1,0,0,1.0969488620758057,0,0,0,1,0,0,1,80,79,1,0,0,0,0,0,1,0,0,0,3.6464781761169434
1725421880,ECON1511942143,B,0,3,4,0.25,0,22,484,0,0,1,0,0,1.0732455253601074,0,0,0,1,0,0,0,60,60,1,0,0,0,0,0,0,1,0,0,2.795259714126587
1725512207,ECON1511942133,C-,0,1.6699999570846558,9,0.6666666865348816,0,20,400,0,0,1,1,0,0.5579686164855957,0,0,0,1,0,0,0,52,53,1,0,0,0,0,0,1,0,0,0,2.993000030517578
1725512248,ECON1511942138,A,0,4,14,0.3571428656578064,0,20,400,0,0,1,0,1,1.300236463546753,0,0,0,1,0,0,0,57,62,1,0,0,0,0,0,0,1,0,0,3.0763638019561768
1725524276,ECON1511942133,B-,1,2.6700000762939453,9,0.6666666865348816,0,21,441,0,0,1,0,0,1.0460588932037354,0,0,0,1,0,0,1,52,60,1,0,0,0,0,0,1,0,0,0,2.5524375438690186
1725545663,ECON1511952143,A,0,4,2,0.5,0,21,441,0,0,1,1,0,1.1002039909362793,0,0,0,1,0,0,0,57,70,1,0,0,0,0,0,0,1,0,0,3.6356892585754395
1725650346,ECON1511942128,B-,0,2.6700000762939453,15,0.46666666865348816,0,20,400,0,0,1,0,0,0.909561812877655,0,0,0,1,0,0,0,53,60,1,0,0,0,0,0,1,0,0,0,2.9354794025421143
1725663254,ECON1511942123,B+,0,3.3299999237060547,16,0.625,0,20,400,0,0,1,1,0,1.1002389192581177,0,0,0,1,0,0,0,69,59,1,0,0,0,0,1,0,0,0,0,3.0266153812408447
1725673618,ECON1511942123,B,0,3,16,0.625,0,19,361,0,0,1,0,0,1.0928165912628174,0,0,0,1,0,0,0,58,60,1,0,0,0,0,1,0,0,0,0,2.7452001571655273
1725803240,ECON1511942128,B,0,3,15,0.46666666865348816,0,19,361,0,0,1,0,0,1.2156529426574707,0,0,0,1,0,0,0,68,58,1,0,0,0,0,0,1,0,0,0,2.4678096771240234
1725870466,ECON1511942138,B-,0,2.6700000762939453,14,0.3571428656578064,0,19,361,0,0,1,0,0,0.9875782132148743,0,0,0,1,0,0,0,52,55,1,0,0,0,0,0,0,1,0,0,2.703583240509033
1725873036,ECON1511942138,C+,0,2.3299999237060547,14,0.3571428656578064,0,20,400,0,0,1,0,0,0.9159117937088013,0,0,0,1,0,0,0,60,55,1,0,0,0,0,0,0,1,0,0,2.5439131259918213
1726013337,ECON1011942148,C,0,2,5,0.4000000059604645,0,20,400,0,0,1,0,0,0.6818633079528809,0,0,0,1,0,0,0,53,54,1,0,0,0,0,0,0,0,1,0,2.9331390857696533
1726018156,ECON1511942138,C+,0,2.3299999237060547,14,0.3571428656578064,0,20,400,0,0,1,0,0,0.8414459824562073,0,0,0,1,0,0,1,52,41,1,0,0,0,0,0,0,1,0,0,2.769042730331421
1726108731,ECON1011942148,C-,0,1.6699999570846558,5,0.4000000059604645,0,20,400,0,0,1,0,0,0.6705449223518372,0,0,0,1,0,0,0,50,54,1,0,0,0,0,0,0,0,1,0,2.490511655807495
1726558087,ECON1011692148,C,0,2,1,1,0,19,361,0,0,1,1,0,0.6373711824417114,0,0,1,0,0,0,0,57,57,1,0,0,0,0,0,0,0,1,0,3.1378889083862305
1723152767,ECON151152108,B+,0,3.3299999237060547,35,0.4285714328289032,0,18,324,0,1,0,0,0,1.1437402963638306,0,0,0,0,0,1,1,70,56,0,0,0,0,1,0,0,0,0,0,2.9114999771118164
1723158443,ECON151172078,B+,0,3.3299999237060547,34,0.5588235259056091,0,19,361,0,0,1,0,0,1.1796252727508545,0,0,0,0,1,0,0,59,53,1,1,0,0,0,0,0,0,0,0,2.822930097579956
1723160681,ECON151112088,D-,0,0.6700000166893005,268,0.43656715750694275,0,20,400,0,0,1,1,0,0.24144026637077332,0,0,0,1,0,0,0,47,49,1,0,1,0,0,0,0,0,0,0,2.7750136852264404
1723161070,ECON151102078,B,0,3,272,0.529411792755127,0,19,361,0,0,1,0,0,0.9224515557289124,0,0,0,1,0,0,1,68,55,1,1,0,0,0,0,0,0,0,0,3.2522034645080566
1723161728,ECON151812078,A,0,4,23,0.30434781312942505,0,18,324,0,0,1,0,0,1.0302109718322754,0,1,0,0,0,0,1,71,68,0,1,0,0,0,0,0,0,0,0,3.882699966430664
1723161873,ECON151102078,B-,0,2.6700000762939453,272,0.529411792755127,0,18,324,0,0,1,0,0,0.9674413800239563,0,0,0,1,0,0,0,64,60,0,1,0,0,0,0,0,0,0,0,2.759857177734375
1723162075,ECON151182088,C+,0,2.3299999237060547,35,0.4571428596973419,0,19,361,0,0,1,1,0,1.0093863010406494,0,0,0,0,1,0,0,52,50,1,0,1,0,0,0,0,0,0,0,2.308333158493042
1723162454,ECON1515102103,D+,0,1.3300000429153442,27,0.48148149251937866,1,19,361,0,0,1,0,0,0.3951089680194855,0,0,0,1,0,0,0,55,49,1,0,0,1,0,0,0,0,0,0,3.3661599159240723
1723167234,ECON151182103,C,0,2,33,0.4848484992980957,0,22,484,0,0,1,1,0,0.8104913830757141,0,0,0,0,1,0,0,53,54,1,0,0,1,0,0,0,0,0,0,2.4676387310028076
1723167862,ECON151102093,B+,0,3.3299999237060547,149,0.48322147130966187,0,21,441,0,0,1,0,1,1.734955906867981,0,0,0,1,0,0,0,60,61,1,0,1,0,0,0,0,0,0,0,1.9193572998046875
1723170222,ECON151132083,D+,0,1.3300000429153442,35,0.48571428656578064,0,20,400,0,1,0,0,0,0.4812609553337097,0,0,0,0,0,1,0,50,62,1,1,0,0,0,0,0,0,0,0,2.76357364654541
1723170527,ECON151102078,B,0,3,272,0.529411792755127,0,19,361,0,0,1,0,0,0.8511922955513,0,0,0,1,0,0,1,58,50,1,1,0,0,0,0,0,0,0,0,3.524468183517456
1723170560,ECON151122088,B-,0,2.6700000762939453,271,0.5018450021743774,0,20,400,0,0,1,1,0,1.223680019378662,0,0,0,1,0,0,0,59,55,1,0,1,0,0,0,0,0,0,0,2.1819427013397217
1723171218,ECON1517112078,B,0,3,20,0.550000011920929,1,19,361,0,0,1,1,0,0.9223772883415222,1,0,0,0,0,0,0,44,42,1,1,0,0,0,0,0,0,0,0,3.25246524810791
1723171386,ECON151102078,C-,0,1.6699999570846558,272,0.529411792755127,0,19,361,0,0,1,1,0,0.6503438353538513,0,0,0,1,0,0,1,55,56,1,1,0,0,0,0,0,0,0,0,2.5678722858428955
1723171464,ECON151112078,A,0,4,265,0.498113214969635,0,19,361,0,0,1,0,0,1.6222479343414307,0,0,0,1,0,0,0,58,49,1,1,0,0,0,0,0,0,0,0,2.465714454650879
1723172806,ECON151512078,A-,0,3.6700000762939453,40,0.42500001192092896,0,19,361,0,0,1,1,0,1.1364105939865112,1,0,0,0,0,0,0,66,64,1,1,0,0,0,0,0,0,0,0,3.229466676712036
1723172811,ECON151172083,B-,0,2.6700000762939453,35,0.4285714328289032,0,19,361,0,0,1,0,0,0.9325721859931946,0,1,0,0,0,0,1,72,55,1,1,0,0,0,0,0,0,0,0,2.863049268722534
1723173262,ECON151102078,C,0,2,272,0.529411792755127,0,19,361,0,0,1,1,0,0.7945967316627502,0,0,0,1,0,0,0,51,58,1,1,0,0,0,0,0,0,0,0,2.5169999599456787
1723174327,ECON1515102078,A-,0,3.6700000762939453,22,0.5909090638160706,1,19,361,0,0,1,1,0,1.1592555046081543,0,0,0,1,0,0,0,44,53,1,1,0,0,0,0,0,0,0,0,3.1658248901367187
1723174345,ECON151212083,C-,0,1.6699999570846558,33,0.1818181872367859,0,19,361,0,0,1,0,1,0.9828866124153137,0,1,0,0,0,0,0,65,60,1,1,0,0,0,0,0,0,0,0,1.6990768909454346
1723174531,ECON1517102078,C,0,2,28,0.5714285969734192,1,19,361,0,0,1,1,0,0.6459799408912659,1,0,0,0,0,0,1,49,42,1,1,0,0,0,0,0,0,0,0,3.096071481704712
1723175086,ECON151122078,B,0,3,265,0.46415093541145325,0,19,361,0,0,1,1,0,0.9534565806388855,0,0,0,1,0,0,0,55,63,1,1,0,0,0,0,0,0,0,0,3.1464462280273437
1723175126,ECON151102083,D,0,1,33,0.4848484992980957,0,19,361,0,0,1,1,0,0.3283446729183197,0,0,0,1,0,0,1,56,61,1,1,0,0,0,0,0,0,0,0,3.0455801486968994
1723175220,ECON151222098,C+,0,2.3299999237060547,34,0.5,0,20,400,0,0,1,1,1,0.6715874075889587,0,0,0,0,0,1,0,50,52,1,0,0,1,0,0,0,0,0,0,3.4693918228149414
1723176408,ECON151122088,B+,0,3.3299999237060547,271,0.5018450021743774,0,19,361,0,0,1,1,0,1.230697512626648,0,0,0,1,0,0,0,55,62,1,0,1,0,0,0,0,0,0,0,2.705782651901245
1723176417,ECON1515102078,A,0,4,22,0.5909090638160706,1,18,324,0,0,1,1,0,1.1953144073486328,0,0,0,1,0,0,1,70,67,1,1,0,0,0,0,0,0,0,0,3.346400022506714
1723176484,ECON151112078,B,0,3,265,0.498113214969635,0,18,324,0,1,0,1,0,0.9431224465370178,0,0,0,1,0,0,1,57,60,0,1,0,0,0,0,0,0,0,0,3.1809232234954834
1723176650,ECON151112123,B-,0,2.6700000762939453,35,0.37142857909202576,0,22,484,0,0,1,0,0,1.327276349067688,0,0,0,0,0,1,1,70,56,1,0,0,0,0,1,0,0,0,0,2.0116384029388428
1723176775,ECON151502078,B,0,3,40,0.5,0,18,324,0,0,1,1,0,1.451612949371338,0,1,0,0,0,0,1,56,59,0,1,0,0,0,0,0,0,0,0,2.066666603088379
1723177138,ECON151212108,F,0,0,32,0.34375,0,20,400,0,0,1,0,1,0,0,0,0,1,0,0,0,42,47,1,0,0,0,1,0,0,0,0,0,2.2640299797058105
1723182262,ECON151112078,A,0,4,265,0.498113214969635,0,20,400,0,0,1,0,0,1.0240273475646973,0,0,0,1,0,0,1,70,70,1,1,0,0,0,0,0,0,0,0,3.9061455726623535
1723182867,ECON151142088,A-,0,3.6700000762939453,35,0.4571428596973419,0,21,441,0,0,1,0,0,1.2596416473388672,0,0,0,0,0,1,1,60,60,1,0,1,0,0,0,0,0,0,0,2.913527011871338
1723183153,ECON151132083,B+,0,3.3299999237060547,35,0.48571428656578064,0,19,361,0,0,1,0,0,1.1582432985305786,0,0,0,0,0,1,1,65,65,1,1,0,0,0,0,0,0,0,0,2.8750436305999756
